Store,StoreType,Year,PlanSales,ActualSales,TradingDays,VarianceAbs,VariancePct
979,a,2014,1850730.85,1929769,303,79038.15,4.27
979,a,2015,1126441.25,1175066,176,48624.75,4.32
980,a,2014,2217014.93,2131645,302,-85369.93,-3.85
980,a,2015,1254435.21,1187911,175,-66524.21,-5.3
981,d,2014,2240948.92,2217275,302,-23673.92,-1.06
981,d,2015,1281806.31,1305082,175,23275.69,1.82
982,d,2014,2392817.33,2510026,302,117208.67,4.9
982,d,2015,1482380.21,1455516,176,-26864.21,-1.81
983,a,2014,3623651.08,2844841,295,-778810.08,-21.49
983,a,2015,1826492.14,1510114,175,-316378.14,-17.32
984,c,2014,1806715.7,1842204,301,35488.3,1.96
984,c,2015,1067049.95,1115053,174,48003.05,4.5
985,c,2014,2595067.12,2493476,301,-101591.12,-3.91
985,c,2015,1422297.78,1501555,174,79257.22,5.57
986,a,2014,2181056.97,1719607,294,-461449.97,-21.16
986,a,2015,1099042.56,888298,175,-210744.56,-19.18
987,c,2014,2160158.07,2074031,304,-86127.07,-3.99
987,c,2015,1218925.29,1199692,176,-19233.29,-1.58
988,a,2014,1499237.62,1416224,304,-83013.62,-5.54
988,a,2015,836456.07,812285,176,-24171.07,-2.89
989,a,2014,760461.35,760130,147,-331.35,-0.04
989,a,2015,783968.27,788743,147,4774.73,0.61
990,d,2014,1965429.83,1964194,302,-1235.83,-0.06
990,d,2015,1150776.61,1129523,176,-21253.61,-1.85
991,a,2014,1760442.81,1734657,302,-25785.81,-1.46
991,a,2015,1014672.09,1043514,175,28841.91,2.84
992,a,2014,1824433.27,1714048,302,-110385.27,-6.05
992,a,2015,1040308.82,970479,175,-69829.82,-6.71
993,d,2014,2386513.76,2255577,302,-130936.76,-5.49
993,d,2015,1297508.82,1373343,176,75834.18,5.84
994,a,2014,1354131.13,1344222,302,-9909.13,-0.73
994,a,2015,751756.1,879876,175,128119.9,17.04
995,d,2014,2735347.97,2874755,302,139407.03,5.1
995,d,2015,1661626.17,1699255,176,37628.83,2.26
996,c,2014,1953310.15,1955554,302,2243.85,0.11
996,c,2015,1135138.2,1257918,176,122779.8,10.82
997,d,2014,1652831.68,1534883,303,-117948.68,-7.14
997,d,2015,910118.25,892236,175,-17882.25,-1.96
998,a,2014,1307146.52,1298666,301,-8480.52,-0.65
998,a,2015,771513.96,784180,174,12666.04,1.64
999,d,2014,2847132.82,2786766,302,-60366.82,-2.12
999,d,2015,1612459.81,1616407,176,3947.19,0.24
1000,a,2014,1241519.06,1009129,147,-232390.06,-18.72
1000,a,2015,1040362.55,1092108,147,51745.45,4.97
1001,c,2014,1629328.81,1632283,303,2954.19,0.18
1001,c,2015,939261.12,1027709,176,88447.88,9.42
1002,d,2014,1770711.8,1869379,304,98667.2,5.57
1002,d,2015,1104845.15,1167363,176,62517.85,5.66
1003,a,2014,2414944.65,2164387,302,-250557.65,-10.38
1003,a,2015,1296121.3,1247378,175,-48743.3,-3.76
1004,d,2014,744111.24,721688,147,-22423.24,-3.01
1004,d,2015,743655.69,834134,147,90478.31,12.17
1005,a,2014,1930333.24,1871712,302,-58621.24,-3.04
1005,a,2015,1093075.33,1092158,175,-917.33,-0.08
1006,c,2014,1825233.9,1985411,302,160177.1,8.78
1006,c,2015,1145093.85,1210701,175,65607.15,5.73
1007,c,2014,2089041.29,2175979,304,86937.71,4.16
1007,c,2015,1233514.43,1284011,176,50496.57,4.09
1008,a,2014,1609106.11,1642681,304,33574.89,2.09
1008,a,2015,952305.35,976450,176,24144.65,2.54
1009,a,2014,664788.47,697709,147,32920.53,4.95
1009,a,2015,719290.9,712463,147,-6827.9,-0.95
1010,d,2014,2627292.46,2754604,304,127311.54,4.85
1010,d,2015,1576617.09,1655238,176,78620.91,4.99
1011,a,2014,2380051.65,2576649,302,196597.35,8.26
1011,a,2015,1537128.37,1254205,175,-282923.37,-18.41
1012,d,2014,869889.73,916943,147,47053.27,5.41
1012,d,2015,945071.32,891057,147,-54014.32,-5.72
1013,a,2014,1235368.79,1245338,302,9969.21,0.81
1013,a,2015,741288.55,668486,175,-72802.55,-9.82
1014,a,2014,3758015.27,3875416,302,117400.73,3.12
1014,a,2015,2277741.26,1992460,175,-285281.26,-12.52
1015,d,2014,1817973.51,1856037,302,38063.49,2.09
1015,d,2015,1070980.75,1087604,175,16623.25,1.55
1016,c,2014,1623940.0,1641232,302,17292.0,1.06
1016,c,2015,950533.9,999773,175,49239.1,5.18
1017,c,2014,2212258.31,2093428,289,-118830.31,-5.37
1017,c,2015,1306117.89,1205651,176,-100466.89,-7.69
1018,c,2014,3721879.88,3594086,304,-127793.88,-3.43
1018,c,2015,2029306.45,1987041,174,-42265.45,-2.08
1019,d,2014,1327682.13,1400417,147,72734.87,5.48
1019,d,2015,1444801.7,1312725,147,-132076.7,-9.14
1020,a,2014,2906888.79,2701692,303,-205196.79,-7.06
1020,a,2015,1634538.7,1534365,175,-100173.7,-6.13
1021,a,2014,2578564.9,2582856,290,4291.1,0.17
1021,a,2015,1639514.37,1633805,176,-5709.37,-0.35
1022,a,2014,2158421.48,2287700,302,129278.52,5.99
1022,a,2015,1344370.99,1327201,175,-17169.99,-1.28
1023,c,2014,2030135.39,1815550,302,-214585.39,-10.57
1023,c,2015,1042919.0,1016615,176,-26304.0,-2.52
1024,c,2014,1913446.47,1869854,304,-43592.47,-2.28
1024,c,2015,1085538.01,1084874,176,-664.01,-0.06
1025,a,2014,2332177.7,2198512,301,-133665.7,-5.73
1025,a,2015,1320279.2,1300910,174,-19369.2,-1.47
1026,c,2014,2950186.78,2857908,302,-92278.78,-3.13
1026,c,2015,1661545.83,1682016,175,20470.17,1.23
1027,a,2014,1875353.02,1916820,147,41466.98,2.21
1027,a,2015,1975695.83,1960225,147,-15470.83,-0.78
1028,a,2014,1359179.86,1482177,302,122997.14,9.05
1028,a,2015,866628.76,887859,175,21230.24,2.45
1029,a,2014,1645496.95,1652035,302,6538.05,0.4
1029,a,2015,981177.25,971277,175,-9900.25,-1.01
1030,a,2014,1137639.47,1083579,302,-54060.47,-4.75
1030,a,2015,630721.67,627047,175,-3674.67,-0.58
1031,d,2014,1479002.5,1479575,302,572.5,0.04
1031,d,2015,884353.73,860128,175,-24225.73,-2.74
1032,d,2014,2867986.89,2763828,302,-104158.89,-3.63
1032,d,2015,1600775.0,1618442,175,17667.0,1.1
1033,a,2014,4351351.04,4142633,304,-208718.04,-4.8
1033,a,2015,2431457.43,2507622,176,76164.57,3.13
1034,a,2014,1992089.52,1998590,302,6500.48,0.33
1034,a,2015,1159538.76,1143998,176,-15540.76,-1.34
1035,a,2014,1540932.08,1469612,302,-71320.08,-4.63
1035,a,2015,862190.8,840629,176,-21561.8,-2.5
1036,d,2014,1479038.54,1517026,302,37987.46,2.57
1036,d,2015,873047.52,933107,175,60059.48,6.88
1037,a,2014,2194990.86,2132065,303,-62925.86,-2.87
1037,a,2015,1265762.75,1135424,175,-130338.75,-10.3
1038,d,2014,912915.35,828716,147,-84199.35,-9.22
1038,d,2015,854084.66,848833,147,-5251.66,-0.61
1039,a,2014,2426529.71,2608064,302,181534.29,7.48
1039,a,2015,1510126.32,1444222,175,-65904.32,-4.36
1040,a,2014,2623072.75,2688913,302,65840.25,2.51
1040,a,2015,1588097.2,1544821,175,-43276.2,-2.73
1041,c,2014,936107.15,870973,147,-65134.15,-6.96
1041,c,2015,897394.57,911836,147,14441.43,1.61
1042,a,2014,1258613.2,1269047,302,10433.8,0.83
1042,a,2015,765485.57,729390,175,-36095.57,-4.72
1043,c,2014,2847881.5,2647771,302,-200110.5,-7.03
1043,c,2015,1540900.6,1444255,175,-96645.6,-6.27
1044,c,2014,2059896.77,2021947,301,-37949.77,-1.84
1044,c,2015,1171258.07,1120848,174,-50410.07,-4.3
1045,a,2014,2639731.03,2588424,341,-51307.03,-1.94
1045,a,2015,1460902.56,1483968,198,23065.44,1.58
1046,d,2014,2583397.96,2668276,302,84878.04,3.29
1046,d,2015,1524031.65,1604712,175,80680.35,5.29
1047,a,2014,1496345.24,1462981,301,-33364.24,-2.23
1047,a,2015,876137.82,876899,174,761.18,0.09
1048,d,2014,2019892.22,2125944,304,106051.78,5.25
1048,d,2015,1208322.71,1308453,175,100130.29,8.29
1049,a,2014,585993.25,580079,147,-5914.25,-1.01
1049,a,2015,597867.2,593849,147,-4018.2,-0.67
1050,d,2014,2262101.1,2298617,303,36515.9,1.61
1050,d,2015,1345032.22,1280515,175,-64517.22,-4.8
1051,c,2014,2096823.53,2230883,290,134059.47,6.39
1051,c,2015,1405540.24,1387692,174,-17848.24,-1.27
1052,a,2014,2234446.23,2227355,302,-7091.23,-0.32
1052,a,2015,1307001.59,1270126,175,-36875.59,-2.82
1053,a,2014,2769093.03,2754459,304,-14634.03,-0.53
1053,a,2015,1627212.23,1562798,176,-64414.23,-3.96
1054,a,2014,1824541.76,1861187,304,36645.24,2.01
1054,a,2015,1075933.27,1099971,176,24037.73,2.23
1055,c,2014,2476557.86,2427771,303,-48786.86,-1.97
1055,c,2015,1414477.97,1360960,176,-53517.97,-3.78
1056,d,2014,462881.69,590872,147,127990.31,27.65
1056,d,2015,609263.74,690910,147,81646.26,13.4
1057,d,2014,1995902.64,1966550,304,-29352.64,-1.47
1057,d,2015,1114861.82,1133818,176,18956.18,1.7
1058,a,2014,2218064.06,2211833,302,-6231.06,-0.28
1058,a,2015,1286930.67,1295484,175,8553.33,0.66
1059,c,2014,2562779.09,2566648,304,3868.91,0.15
1059,c,2015,1471259.57,1553477,176,82217.43,5.59
1060,a,2014,2218547.22,2244880,302,26332.78,1.19
1060,a,2015,1325539.52,1313290,175,-12249.52,-0.92
1061,d,2014,2046517.68,2308422,301,261904.32,12.8
1061,d,2015,1333914.47,1436727,174,102812.53,7.71
1062,d,2014,2016598.98,1925781,302,-90817.98,-4.5
1062,d,2015,1130915.63,1109693,175,-21222.63,-1.88
1063,a,2014,1272274.39,1301962,304,29687.61,2.33
1063,a,2015,741116.17,812736,176,71619.83,9.66
1064,a,2014,2838080.46,2879066,302,40985.54,1.44
1064,a,2015,1685723.4,1736537,175,50813.6,3.01
1065,a,2014,594687.46,617806,147,23118.54,3.89
1065,a,2015,636513.21,630971,147,-5542.21,-0.87
1066,a,2014,3429093.72,3408658,302,-20435.72,-0.6
1066,a,2015,2035890.13,1893540,175,-142350.13,-6.99
1067,d,2014,790735.59,850399,147,59663.41,7.55
1067,d,2015,876731.61,911279,147,34547.39,3.94
1068,d,2014,1295754.57,1372018,301,76263.43,5.89
1068,d,2015,796935.01,820121,174,23185.99,2.91
1069,a,2014,1937912.43,1911450,303,-26462.43,-1.37
1069,a,2015,1081233.12,1141130,176,59896.88,5.54
1070,c,2014,2147948.93,2153492,304,5543.07,0.26
1070,c,2015,1240456.38,1279619,176,39162.62,3.16
1071,a,2014,1859033.89,1843597,304,-15436.89,-0.83
1071,a,2015,1083953.57,1078647,176,-5306.57,-0.49
1072,a,2014,2061103.35,2061670,302,566.65,0.03
1072,a,2015,1216462.53,1255320,175,38857.47,3.19
1073,a,2014,2103333.8,2172300,302,68966.2,3.28
1073,a,2015,1260187.18,1457720,175,197532.82,15.67
1074,c,2014,1541426.83,1588828,302,47401.17,3.08
1074,c,2015,918385.19,931767,176,13381.81,1.46
1075,a,2014,3631599.66,3415869,304,-215730.66,-5.94
1075,a,2015,2016562.96,2063814,176,47251.04,2.34
1076,a,2014,1014639.65,1117960,302,103320.35,10.18
1076,a,2015,639441.78,718927,175,79485.22,12.43
1077,a,2014,1369393.99,1365436,302,-3957.99,-0.29
1077,a,2015,801694.45,805353,175,3658.55,0.46
1078,d,2014,1892447.51,2137187,301,244739.49,12.93
1078,d,2015,1239320.59,1314450,174,75129.41,6.06
1079,a,2014,2780060.25,2633961,303,-146099.25,-5.26
1079,a,2015,1570061.39,1455802,175,-114259.39,-7.28
1080,a,2014,1498460.28,1468453,147,-30007.28,-2.0
1080,a,2015,1513268.06,1567099,147,53830.94,3.56
1081,b,2014,1039122.02,1167986,184,128863.98,12.4
1081,b,2015,1383793.67,1176059,212,-207734.67,-15.01
1082,c,2014,2249506.72,2147676,302,-101830.72,-4.53
1082,c,2015,1224569.6,1168872,176,-55697.6,-4.55
1083,d,2014,1416964.58,1619293,303,202328.42,14.28
1083,d,2015,923376.85,1025909,175,102532.15,11.1
1084,a,2014,1975502.9,1902994,304,-72508.9,-3.67
1084,a,2015,1129955.68,1091944,175,-38011.68,-3.36
1085,c,2014,2427893.77,2312074,304,-115819.77,-4.77
1085,c,2015,1365157.7,1266377,176,-98780.7,-7.24
1086,a,2014,2949319.38,2086776,303,-862543.38,-29.25
1086,a,2015,1314488.98,1049830,175,-264658.98,-20.13
1087,d,2014,1915341.5,1899051,304,-16290.5,-0.85
1087,d,2015,1101717.12,1168549,176,66831.88,6.07
1088,a,2014,1513373.99,1568280,302,54906.01,3.63
1088,a,2015,920270.25,926539,175,6268.75,0.68
1089,d,2014,3094806.22,3077618,302,-17188.22,-0.56
1089,d,2015,1822345.55,1837664,175,15318.45,0.84
1090,a,2014,1963914.02,1979540,302,15625.98,0.8
1090,a,2015,1143489.36,1150259,176,6769.64,0.59
1091,a,2014,2514477.36,2547716,304,33238.64,1.32
1091,a,2015,1461935.8,1501734,176,39798.2,2.72
1092,a,2014,1756678.51,1737610,147,-19068.51,-1.09
1092,a,2015,1789590.07,1842321,147,52730.93,2.95
1093,c,2014,2560427.1,2537021,302,-23406.1,-0.91
1093,c,2015,1452271.21,1486527,176,34255.79,2.36
1094,d,2014,659197.29,663863,147,4665.71,0.71
1094,d,2015,684004.02,725011,147,41006.98,6.0
1095,a,2014,1474933.74,1471998,303,-2935.74,-0.2
1095,a,2015,838047.84,837690,176,-357.84,-0.04
1096,a,2014,1492230.58,1732775,302,240544.42,16.12
1096,a,2015,997309.18,1071833,175,74523.82,7.47
1097,b,2014,3429856.74,3587098,365,157241.26,4.58
1097,b,2015,2153966.9,2262357,212,108390.1,5.03
1098,a,2014,1613666.43,1614094,302,427.57,0.03
1098,a,2015,951881.16,923737,176,-28144.16,-2.96
1099,a,2014,2837137.32,2639270,346,-197867.32,-6.97
1099,a,2015,1530071.18,1523175,201,-6896.18,-0.45
1100,a,2014,1690837.19,1573811,292,-117026.19,-6.92
1100,a,2015,973669.37,897798,175,-75871.37,-7.79
1101,d,2014,3026160.64,3070033,304,43872.36,1.45
1101,d,2015,1789836.41,1812499,176,22662.59,1.27
1102,a,2014,1046153.42,1038876,147,-7277.42,-0.7
1102,a,2015,1070471.9,1038150,147,-32321.9,-3.02
1103,d,2014,1373494.43,1565990,303,192495.57,14.02
1103,d,2015,892986.34,1022911,175,129924.66,14.55
1104,d,2014,808299.62,807340,147,-959.62,-0.12
1104,d,2015,832456.54,795684,147,-36772.54,-4.42
1105,c,2014,1204611.64,1461955,302,257343.36,21.36
1105,c,2015,827738.75,926603,175,98864.25,11.94
1106,a,2014,1494395.55,1501109,304,6713.45,0.45
1106,a,2015,858587.65,886655,176,28067.35,3.27
1107,a,2014,932369.18,943160,147,10790.82,1.16
1107,a,2015,972474.77,937342,147,-35132.77,-3.61
1108,a,2014,1731304.48,1765253,302,33948.52,1.96
1108,a,2015,1033286.54,1039207,176,5920.46,0.57
1109,c,2014,725174.6,728567,147,3392.4,0.47
1109,c,2015,750732.05,727036,147,-23696.05,-3.16
1110,c,2014,1342801.34,1380943,304,38141.66,2.84
1110,c,2015,800259.18,865479,175,65219.82,8.15
1111,a,2014,1697510.72,1587030,302,-110480.72,-6.51
1111,a,2015,984415.88,858869,175,-125546.88,-12.75
1112,c,2014,3542313.02,2926635,302,-615678.02,-17.38
1112,c,2015,1812741.78,1614029,175,-198712.78,-10.96
1113,a,2014,2050760.87,2043271,304,-7489.87,-0.37
1113,a,2015,1164859.29,1164107,176,-752.29,-0.06
1114,a,2014,6356065.83,6227969,304,-128096.83,-2.02
1114,a,2015,3629569.17,3809075,176,179505.83,4.95
1115,d,2014,1748790.58,1985458,303,236667.42,13.53
1115,d,2015,1136231.35,1242048,175,105816.65,9.31
