source,year,month,monthname,category,artikel,med_headline_woerter,avg_headline_woerter,med_beschreibung_woerter
ABC News (AU),2006,8,08-Aug,Welt,295,6.0,6.41,
ABC News (AU),2006,8,08-Aug,Wirtschaft,279,6.0,6.42,
ABC News (AU),2006,9,09-Sep,Gesellschaft,72,7.0,6.51,
ABC News (AU),2006,9,09-Sep,Gesundheit,93,7.0,6.42,
ABC News (AU),2006,9,09-Sep,Kriminalität,272,7.0,6.5,
ABC News (AU),2006,9,09-Sep,Politik,170,6.0,6.38,
ABC News (AU),2006,9,09-Sep,Sonstiges,2151,6.0,6.15,
ABC News (AU),2006,9,09-Sep,Sport,33,6.0,6.06,
ABC News (AU),2006,9,09-Sep,Umwelt,93,6.0,6.28,
ABC News (AU),2006,9,09-Sep,Welt,138,6.0,6.47,
ABC News (AU),2006,9,09-Sep,Wirtschaft,125,6.0,6.5,
ABC News (AU),2006,10,10-Oct,Gesellschaft,49,7.0,6.53,
ABC News (AU),2006,10,10-Oct,Gesundheit,78,6.5,6.56,
ABC News (AU),2006,10,10-Oct,Kriminalität,224,7.0,6.54,
ABC News (AU),2006,10,10-Oct,Politik,186,7.0,6.67,
ABC News (AU),2006,10,10-Oct,Sonstiges,2008,6.0,6.14,
ABC News (AU),2006,10,10-Oct,Sport,18,7.0,6.56,
ABC News (AU),2006,10,10-Oct,Umwelt,191,6.0,6.34,
ABC News (AU),2006,10,10-Oct,Welt,136,7.0,6.75,
ABC News (AU),2006,10,10-Oct,Wirtschaft,104,6.0,6.55,
ABC News (AU),2006,11,11-Nov,Gesellschaft,132,6.0,6.35,
ABC News (AU),2006,11,11-Nov,Gesundheit,145,7.0,6.5,
ABC News (AU),2006,11,11-Nov,Kriminalität,461,7.0,6.62,
ABC News (AU),2006,11,11-Nov,Politik,345,6.0,6.36,
ABC News (AU),2006,11,11-Nov,Sonstiges,3718,6.0,6.13,
ABC News (AU),2006,11,11-Nov,Sport,47,7.0,6.7,
ABC News (AU),2006,11,11-Nov,Umwelt,228,6.0,6.39,
ABC News (AU),2006,11,11-Nov,Welt,251,6.0,6.46,
ABC News (AU),2006,11,11-Nov,Wirtschaft,234,6.0,6.44,
ABC News (AU),2006,12,12-Dec,Gesellschaft,120,6.0,6.06,
ABC News (AU),2006,12,12-Dec,Gesundheit,139,7.0,6.65,
ABC News (AU),2006,12,12-Dec,Kriminalität,539,7.0,6.54,
ABC News (AU),2006,12,12-Dec,Politik,224,6.0,6.04,
ABC News (AU),2006,12,12-Dec,Sonstiges,3850,6.0,6.05,
ABC News (AU),2006,12,12-Dec,Sport,37,7.0,6.59,
ABC News (AU),2006,12,12-Dec,Umwelt,266,6.0,6.15,
ABC News (AU),2006,12,12-Dec,Welt,194,6.0,6.39,
ABC News (AU),2006,12,12-Dec,Wirtschaft,177,6.0,6.4,
ABC News (AU),2007,1,01-Jan,Gesellschaft,100,6.0,6.12,
ABC News (AU),2007,1,01-Jan,Gesundheit,156,7.0,6.66,
ABC News (AU),2007,1,01-Jan,Kriminalität,676,7.0,6.55,
ABC News (AU),2007,1,01-Jan,Politik,237,6.0,6.26,
ABC News (AU),2007,1,01-Jan,Sonstiges,4394,6.0,6.25,
ABC News (AU),2007,1,01-Jan,Sport,53,7.0,6.64,
ABC News (AU),2007,1,01-Jan,Umwelt,294,6.0,6.31,
ABC News (AU),2007,1,01-Jan,Welt,217,6.0,6.29,
ABC News (AU),2007,1,01-Jan,Wirtschaft,221,7.0,6.57,
ABC News (AU),2007,2,02-Feb,Gesellschaft,95,6.0,6.41,
ABC News (AU),2007,2,02-Feb,Gesundheit,148,7.0,6.61,
ABC News (AU),2007,2,02-Feb,Kriminalität,568,7.0,6.77,
ABC News (AU),2007,2,02-Feb,Politik,331,7.0,6.56,
ABC News (AU),2007,2,02-Feb,Sonstiges,3880,6.0,6.25,
ABC News (AU),2007,2,02-Feb,Sport,81,7.0,6.62,
ABC News (AU),2007,2,02-Feb,Umwelt,249,6.0,6.31,
ABC News (AU),2007,2,02-Feb,Welt,219,7.0,6.86,
ABC News (AU),2007,2,02-Feb,Wirtschaft,240,7.0,6.65,
ABC News (AU),2007,3,03-Mar,Gesellschaft,113,7.0,6.51,
ABC News (AU),2007,3,03-Mar,Gesundheit,145,7.0,6.6,
ABC News (AU),2007,3,03-Mar,Kriminalität,612,7.0,6.69,
ABC News (AU),2007,3,03-Mar,Politik,377,7.0,6.46,
ABC News (AU),2007,3,03-Mar,Sonstiges,4499,6.0,6.23,
ABC News (AU),2007,3,03-Mar,Sport,107,6.0,6.25,
ABC News (AU),2007,3,03-Mar,Umwelt,230,6.0,6.4,
ABC News (AU),2007,3,03-Mar,Welt,171,7.0,6.58,
ABC News (AU),2007,3,03-Mar,Wirtschaft,212,7.0,6.54,
ABC News (AU),2007,4,04-Apr,Gesellschaft,135,6.0,6.4,
ABC News (AU),2007,4,04-Apr,Gesundheit,168,7.0,6.52,
ABC News (AU),2007,4,04-Apr,Kriminalität,564,7.0,6.77,
ABC News (AU),2007,4,04-Apr,Politik,345,7.0,6.36,
ABC News (AU),2007,4,04-Apr,Sonstiges,4137,6.0,6.28,
ABC News (AU),2007,4,04-Apr,Sport,81,6.0,6.37,
ABC News (AU),2007,4,04-Apr,Umwelt,222,6.5,6.35,
ABC News (AU),2007,4,04-Apr,Welt,196,7.0,6.64,
ABC News (AU),2007,4,04-Apr,Wirtschaft,234,7.0,6.72,
ABC News (AU),2007,5,05-May,Gesellschaft,145,6.0,6.28,
ABC News (AU),2007,5,05-May,Gesundheit,183,7.0,6.61,
ABC News (AU),2007,5,05-May,Kriminalität,635,7.0,6.59,
ABC News (AU),2007,5,05-May,Politik,372,6.0,6.4,
ABC News (AU),2007,5,05-May,Sonstiges,4414,6.0,6.12,
ABC News (AU),2007,5,05-May,Sport,78,6.0,6.06,
ABC News (AU),2007,5,05-May,Umwelt,207,7.0,6.51,
ABC News (AU),2007,5,05-May,Welt,178,7.0,6.53,
ABC News (AU),2007,5,05-May,Wirtschaft,397,6.0,6.35,
ABC News (AU),2007,6,06-Jun,Gesellschaft,210,6.0,6.31,
ABC News (AU),2007,6,06-Jun,Gesundheit,161,6.0,6.4,
ABC News (AU),2007,6,06-Jun,Kriminalität,744,7.0,6.53,
ABC News (AU),2007,6,06-Jun,Politik,307,6.0,6.32,
ABC News (AU),2007,6,06-Jun,Sonstiges,4039,6.0,6.08,
ABC News (AU),2007,6,06-Jun,Sport,61,6.0,5.98,
ABC News (AU),2007,6,06-Jun,Umwelt,261,6.0,6.41,
ABC News (AU),2007,6,06-Jun,Welt,189,7.0,6.74,
ABC News (AU),2007,6,06-Jun,Wirtschaft,250,6.0,6.37,
ABC News (AU),2007,7,07-Jul,Gesellschaft,153,6.0,6.3,
ABC News (AU),2007,7,07-Jul,Gesundheit,251,7.0,6.52,
ABC News (AU),2007,7,07-Jul,Kriminalität,709,7.0,6.55,
ABC News (AU),2007,7,07-Jul,Politik,308,6.0,6.26,
ABC News (AU),2007,7,07-Jul,Sonstiges,4507,6.0,6.13,
ABC News (AU),2007,7,07-Jul,Sport,111,7.0,6.23,
ABC News (AU),2007,7,07-Jul,Umwelt,272,6.0,6.43,
ABC News (AU),2007,7,07-Jul,Welt,207,7.0,6.5,
ABC News (AU),2007,7,07-Jul,Wirtschaft,228,6.0,6.31,
ABC News (AU),2007,8,08-Aug,Gesellschaft,154,6.0,6.26,
ABC News (AU),2007,8,08-Aug,Gesundheit,261,6.0,6.43,
ABC News (AU),2007,8,08-Aug,Kriminalität,672,7.0,6.67,
ABC News (AU),2007,8,08-Aug,Politik,390,7.0,6.43,
ABC News (AU),2007,8,08-Aug,Sonstiges,4580,6.0,6.14,
ABC News (AU),2007,8,08-Aug,Sport,114,6.0,6.22,
ABC News (AU),2007,8,08-Aug,Umwelt,249,7.0,6.52,
ABC News (AU),2007,8,08-Aug,Welt,156,7.0,6.56,
ABC News (AU),2007,8,08-Aug,Wirtschaft,264,6.0,6.23,
ABC News (AU),2007,9,09-Sep,Gesellschaft,156,6.0,6.15,
ABC News (AU),2007,9,09-Sep,Gesundheit,204,6.0,6.44,
ABC News (AU),2007,9,09-Sep,Kriminalität,633,7.0,6.56,
ABC News (AU),2007,9,09-Sep,Politik,391,7.0,6.52,
ABC News (AU),2007,9,09-Sep,Sonstiges,4202,6.0,6.2,
ABC News (AU),2007,9,09-Sep,Sport,153,6.0,6.33,
ABC News (AU),2007,9,09-Sep,Umwelt,251,7.0,6.5,
ABC News (AU),2007,9,09-Sep,Welt,218,7.0,6.76,
ABC News (AU),2007,9,09-Sep,Wirtschaft,252,7.0,6.55,
ABC News (AU),2007,10,10-Oct,Gesellschaft,173,6.0,6.25,
ABC News (AU),2007,10,10-Oct,Gesundheit,287,6.0,6.42,
ABC News (AU),2007,10,10-Oct,Kriminalität,650,7.0,6.57,
ABC News (AU),2007,10,10-Oct,Politik,475,6.0,6.35,
ABC News (AU),2007,10,10-Oct,Sonstiges,4547,6.0,6.14,
ABC News (AU),2007,10,10-Oct,Sport,74,6.0,6.49,
ABC News (AU),2007,10,10-Oct,Umwelt,255,6.0,6.39,
ABC News (AU),2007,10,10-Oct,Welt,192,7.0,6.62,
ABC News (AU),2007,10,10-Oct,Wirtschaft,285,6.0,6.31,
ABC News (AU),2007,11,11-Nov,Gesellschaft,135,6.0,6.24,
ABC News (AU),2007,11,11-Nov,Gesundheit,189,7.0,6.46,
ABC News (AU),2007,11,11-Nov,Kriminalität,653,7.0,6.59,
ABC News (AU),2007,11,11-Nov,Politik,434,6.0,6.21,
ABC News (AU),2007,11,11-Nov,Sonstiges,4296,6.0,6.1,
ABC News (AU),2007,11,11-Nov,Sport,54,7.0,6.78,
ABC News (AU),2007,11,11-Nov,Umwelt,245,7.0,6.45,
ABC News (AU),2007,11,11-Nov,Welt,165,7.0,6.65,
ABC News (AU),2007,11,11-Nov,Wirtschaft,215,6.0,6.47,
ABC News (AU),2007,12,12-Dec,Gesellschaft,128,7.0,6.58,
ABC News (AU),2007,12,12-Dec,Gesundheit,173,7.0,6.52,
ABC News (AU),2007,12,12-Dec,Kriminalität,705,7.0,6.59,
ABC News (AU),2007,12,12-Dec,Politik,250,6.0,6.23,
ABC News (AU),2007,12,12-Dec,Sonstiges,4258,6.0,6.2,
ABC News (AU),2007,12,12-Dec,Sport,58,6.0,6.19,
ABC News (AU),2007,12,12-Dec,Umwelt,259,6.0,6.4,
ABC News (AU),2007,12,12-Dec,Welt,220,7.0,6.6,
ABC News (AU),2007,12,12-Dec,Wirtschaft,215,6.0,6.44,
ABC News (AU),2008,1,01-Jan,Gesellschaft,121,6.0,6.19,
ABC News (AU),2008,1,01-Jan,Gesundheit,167,7.0,6.54,
ABC News (AU),2008,1,01-Jan,Kriminalität,698,7.0,6.52,
ABC News (AU),2008,1,01-Jan,Politik,259,6.0,6.34,
ABC News (AU),2008,1,01-Jan,Sonstiges,4650,6.0,6.12,
ABC News (AU),2008,1,01-Jan,Sport,55,7.0,6.35,
ABC News (AU),2008,1,01-Jan,Umwelt,380,6.0,6.24,
ABC News (AU),2008,1,01-Jan,Welt,180,7.0,6.61,
ABC News (AU),2008,1,01-Jan,Wirtschaft,264,6.0,6.41,
ABC News (AU),2008,2,02-Feb,Gesellschaft,139,6.0,6.25,
ABC News (AU),2008,2,02-Feb,Gesundheit,177,7.0,6.44,
ABC News (AU),2008,2,02-Feb,Kriminalität,687,7.0,6.53,
ABC News (AU),2008,2,02-Feb,Politik,351,6.0,6.21,
ABC News (AU),2008,2,02-Feb,Sonstiges,4277,6.0,6.19,
ABC News (AU),2008,2,02-Feb,Sport,77,6.0,6.48,
ABC News (AU),2008,2,02-Feb,Umwelt,254,7.0,6.5,
ABC News (AU),2008,2,02-Feb,Welt,189,7.0,6.52,
ABC News (AU),2008,2,02-Feb,Wirtschaft,275,6.0,6.39,
ABC News (AU),2008,3,03-Mar,Gesellschaft,133,6.0,6.17,
ABC News (AU),2008,3,03-Mar,Gesundheit,168,6.0,6.38,
ABC News (AU),2008,3,03-Mar,Kriminalität,670,6.0,6.43,
ABC News (AU),2008,3,03-Mar,Politik,298,6.0,6.2,
ABC News (AU),2008,3,03-Mar,Sonstiges,4513,6.0,6.11,
ABC News (AU),2008,3,03-Mar,Sport,175,5.0,5.22,
ABC News (AU),2008,3,03-Mar,Umwelt,171,6.0,6.31,
ABC News (AU),2008,3,03-Mar,Welt,237,7.0,6.57,
ABC News (AU),2008,3,03-Mar,Wirtschaft,284,7.0,6.54,
ABC News (AU),2008,4,04-Apr,Gesellschaft,159,6.0,6.16,
ABC News (AU),2008,4,04-Apr,Gesundheit,189,6.0,6.45,
ABC News (AU),2008,4,04-Apr,Kriminalität,701,7.0,6.53,
ABC News (AU),2008,4,04-Apr,Politik,312,7.0,6.34,
ABC News (AU),2008,4,04-Apr,Sonstiges,4492,6.0,6.12,
ABC News (AU),2008,4,04-Apr,Sport,211,5.0,5.63,
ABC News (AU),2008,4,04-Apr,Umwelt,175,6.0,6.49,
ABC News (AU),2008,4,04-Apr,Welt,216,7.0,6.49,
ABC News (AU),2008,4,04-Apr,Wirtschaft,303,6.0,6.34,
ABC News (AU),2008,5,05-May,Gesellschaft,133,6.0,6.39,
ABC News (AU),2008,5,05-May,Gesundheit,184,7.0,6.51,
ABC News (AU),2008,5,05-May,Kriminalität,645,7.0,6.58,
ABC News (AU),2008,5,05-May,Politik,285,7.0,6.57,
ABC News (AU),2008,5,05-May,Sonstiges,4623,6.0,6.19,
ABC News (AU),2008,5,05-May,Sport,161,5.0,5.35,
ABC News (AU),2008,5,05-May,Umwelt,137,7.0,6.47,
ABC News (AU),2008,5,05-May,Welt,200,7.0,6.78,
ABC News (AU),2008,5,05-May,Wirtschaft,446,6.0,6.32,
ABC News (AU),2008,6,06-Jun,Gesellschaft,126,6.0,6.36,
ABC News (AU),2008,6,06-Jun,Gesundheit,159,6.0,6.32,
ABC News (AU),2008,6,06-Jun,Kriminalität,698,6.0,6.43,
ABC News (AU),2008,6,06-Jun,Politik,336,7.0,6.56,
ABC News (AU),2008,6,06-Jun,Sonstiges,4492,6.0,6.29,
ABC News (AU),2008,6,06-Jun,Sport,176,5.0,5.52,
ABC News (AU),2008,6,06-Jun,Umwelt,185,6.0,6.39,
ABC News (AU),2008,6,06-Jun,Welt,213,7.0,6.6,
ABC News (AU),2008,6,06-Jun,Wirtschaft,301,6.0,6.25,
ABC News (AU),2008,7,07-Jul,Gesellschaft,156,6.0,6.19,
ABC News (AU),2008,7,07-Jul,Gesundheit,198,6.0,6.29,
ABC News (AU),2008,7,07-Jul,Kriminalität,741,7.0,6.52,
ABC News (AU),2008,7,07-Jul,Politik,269,6.0,6.35,
ABC News (AU),2008,7,07-Jul,Sonstiges,4608,6.0,6.21,
ABC News (AU),2008,7,07-Jul,Sport,209,6.0,5.78,
ABC News (AU),2008,7,07-Jul,Umwelt,247,7.0,6.39,
ABC News (AU),2008,7,07-Jul,Welt,213,7.0,6.62,
ABC News (AU),2008,7,07-Jul,Wirtschaft,286,6.0,6.29,
ABC News (AU),2008,8,08-Aug,Gesellschaft,165,6.0,6.3,
ABC News (AU),2008,8,08-Aug,Gesundheit,176,6.0,6.4,
ABC News (AU),2008,8,08-Aug,Kriminalität,662,7.0,6.51,
ABC News (AU),2008,8,08-Aug,Politik,295,7.0,6.48,
ABC News (AU),2008,8,08-Aug,Sonstiges,4736,6.0,6.18,
ABC News (AU),2008,8,08-Aug,Sport,273,6.0,5.75,
ABC News (AU),2008,8,08-Aug,Umwelt,163,7.0,6.5,
ABC News (AU),2008,8,08-Aug,Welt,147,7.0,6.84,
ABC News (AU),2008,8,08-Aug,Wirtschaft,259,6.0,6.38,
ABC News (AU),2008,9,09-Sep,Gesellschaft,121,6.0,6.26,
ABC News (AU),2008,9,09-Sep,Gesundheit,204,6.5,6.39,
ABC News (AU),2008,9,09-Sep,Kriminalität,629,6.0,6.43,
ABC News (AU),2008,9,09-Sep,Politik,417,6.0,6.26,
ABC News (AU),2008,9,09-Sep,Sonstiges,4220,6.0,6.12,
ABC News (AU),2008,9,09-Sep,Sport,112,5.0,5.72,
ABC News (AU),2008,9,09-Sep,Umwelt,192,7.0,6.4,
ABC News (AU),2008,9,09-Sep,Welt,142,7.0,6.67,
ABC News (AU),2008,9,09-Sep,Wirtschaft,366,6.0,6.22,
ABC News (AU),2008,10,10-Oct,Gesellschaft,163,6.0,6.1,
ABC News (AU),2008,10,10-Oct,Gesundheit,197,6.0,6.4,
ABC News (AU),2008,10,10-Oct,Kriminalität,749,6.0,6.44,
ABC News (AU),2008,10,10-Oct,Politik,311,6.0,6.52,
ABC News (AU),2008,10,10-Oct,Sonstiges,4611,6.0,6.15,
ABC News (AU),2008,10,10-Oct,Sport,84,6.0,6.24,
ABC News (AU),2008,10,10-Oct,Umwelt,218,6.0,6.31,
ABC News (AU),2008,10,10-Oct,Welt,169,6.0,6.42,
ABC News (AU),2008,10,10-Oct,Wirtschaft,472,6.0,6.28,
ABC News (AU),2008,11,11-Nov,Gesellschaft,149,6.0,6.3,
ABC News (AU),2008,11,11-Nov,Gesundheit,160,6.0,6.37,
ABC News (AU),2008,11,11-Nov,Kriminalität,626,6.0,6.51,
ABC News (AU),2008,11,11-Nov,Politik,272,6.0,6.46,
ABC News (AU),2008,11,11-Nov,Sonstiges,4419,6.0,6.18,
ABC News (AU),2008,11,11-Nov,Sport,59,6.0,6.15,
ABC News (AU),2008,11,11-Nov,Umwelt,204,6.0,6.35,
ABC News (AU),2008,11,11-Nov,Welt,142,6.0,6.56,
ABC News (AU),2008,11,11-Nov,Wirtschaft,350,6.0,6.45,
ABC News (AU),2008,12,12-Dec,Gesellschaft,120,6.0,6.38,
ABC News (AU),2008,12,12-Dec,Gesundheit,157,7.0,6.55,
ABC News (AU),2008,12,12-Dec,Kriminalität,735,7.0,6.55,
ABC News (AU),2008,12,12-Dec,Politik,267,7.0,6.61,
ABC News (AU),2008,12,12-Dec,Sonstiges,4251,6.0,6.3,
ABC News (AU),2008,12,12-Dec,Sport,61,6.0,6.07,
ABC News (AU),2008,12,12-Dec,Umwelt,195,6.0,6.33,
ABC News (AU),2008,12,12-Dec,Welt,183,7.0,6.76,
ABC News (AU),2008,12,12-Dec,Wirtschaft,354,6.5,6.51,
ABC News (AU),2009,1,01-Jan,Gesellschaft,100,6.5,6.28,
ABC News (AU),2009,1,01-Jan,Gesundheit,168,6.0,6.43,
ABC News (AU),2009,1,01-Jan,Kriminalität,675,7.0,6.66,
ABC News (AU),2009,1,01-Jan,Politik,218,7.0,6.72,
ABC News (AU),2009,1,01-Jan,Sonstiges,4465,6.0,6.29,
ABC News (AU),2009,1,01-Jan,Sport,53,6.0,6.43,
ABC News (AU),2009,1,01-Jan,Umwelt,254,7.0,6.54,
ABC News (AU),2009,1,01-Jan,Welt,288,7.0,6.58,
ABC News (AU),2009,1,01-Jan,Wirtschaft,335,7.0,6.63,
ABC News (AU),2009,2,02-Feb,Gesellschaft,115,6.0,6.43,
ABC News (AU),2009,2,02-Feb,Gesundheit,162,7.0,6.49,
ABC News (AU),2009,2,02-Feb,Kriminalität,578,7.0,6.55,
ABC News (AU),2009,2,02-Feb,Politik,255,7.0,6.58,
ABC News (AU),2009,2,02-Feb,Sonstiges,4003,6.0,6.21,
ABC News (AU),2009,2,02-Feb,Sport,59,6.0,5.88,
ABC News (AU),2009,2,02-Feb,Umwelt,477,6.0,6.33,
ABC News (AU),2009,2,02-Feb,Welt,125,7.0,6.58,
ABC News (AU),2009,2,02-Feb,Wirtschaft,378,6.0,6.42,
ABC News (AU),2009,3,03-Mar,Gesellschaft,123,6.0,6.17,
ABC News (AU),2009,3,03-Mar,Gesundheit,174,6.0,6.32,
ABC News (AU),2009,3,03-Mar,Kriminalität,727,7.0,6.55,
ABC News (AU),2009,3,03-Mar,Politik,317,7.0,6.51,
ABC News (AU),2009,3,03-Mar,Sonstiges,4366,6.0,6.26,
ABC News (AU),2009,3,03-Mar,Sport,127,6.0,5.59,
ABC News (AU),2009,3,03-Mar,Umwelt,251,7.0,6.45,
ABC News (AU),2009,3,03-Mar,Welt,161,7.0,6.68,
ABC News (AU),2009,3,03-Mar,Wirtschaft,390,7.0,6.53,
ABC News (AU),2009,4,04-Apr,Gesellschaft,119,6.0,6.08,
ABC News (AU),2009,4,04-Apr,Gesundheit,179,6.0,6.39,
ABC News (AU),2009,4,04-Apr,Kriminalität,633,7.0,6.53,
ABC News (AU),2009,4,04-Apr,Politik,220,6.0,6.36,
ABC News (AU),2009,4,04-Apr,Sonstiges,4294,6.0,6.19,
ABC News (AU),2009,4,04-Apr,Sport,107,5.0,5.38,
ABC News (AU),2009,4,04-Apr,Umwelt,199,6.0,6.36,
ABC News (AU),2009,4,04-Apr,Welt,160,7.0,6.64,
ABC News (AU),2009,4,04-Apr,Wirtschaft,398,7.0,6.58,
ABC News (AU),2009,5,05-May,Gesellschaft,112,6.0,6.12,
ABC News (AU),2009,5,05-May,Gesundheit,156,6.0,6.28,
ABC News (AU),2009,5,05-May,Kriminalität,584,6.0,6.43,
ABC News (AU),2009,5,05-May,Politik,214,6.0,6.39,
ABC News (AU),2009,5,05-May,Sonstiges,4389,6.0,6.02,
ABC News (AU),2009,5,05-May,Sport,162,5.0,5.29,
ABC News (AU),2009,5,05-May,Umwelt,218,6.0,6.02,
ABC News (AU),2009,5,05-May,Welt,103,6.0,6.5,
ABC News (AU),2009,5,05-May,Wirtschaft,427,6.0,6.12,
ABC News (AU),2009,6,06-Jun,Gesellschaft,120,6.0,5.98,
ABC News (AU),2009,6,06-Jun,Gesundheit,171,6.0,6.11,
ABC News (AU),2009,6,06-Jun,Kriminalität,616,6.0,6.2,
ABC News (AU),2009,6,06-Jun,Politik,273,6.0,6.16,
ABC News (AU),2009,6,06-Jun,Sonstiges,4205,6.0,5.99,
ABC News (AU),2009,6,06-Jun,Sport,195,5.0,5.17,
ABC News (AU),2009,6,06-Jun,Umwelt,123,6.0,6.19,
ABC News (AU),2009,6,06-Jun,Welt,109,6.0,6.19,
ABC News (AU),2009,6,06-Jun,Wirtschaft,348,6.0,6.19,
ABC News (AU),2009,7,07-Jul,Gesellschaft,153,6.0,5.83,
ABC News (AU),2009,7,07-Jul,Gesundheit,164,6.0,6.26,
ABC News (AU),2009,7,07-Jul,Kriminalität,597,6.0,6.2,
ABC News (AU),2009,7,07-Jul,Politik,204,6.0,6.32,
ABC News (AU),2009,7,07-Jul,Sonstiges,4912,6.0,5.72,
ABC News (AU),2009,7,07-Jul,Sport,99,6.0,5.84,
ABC News (AU),2009,7,07-Jul,Umwelt,218,6.0,5.67,
ABC News (AU),2009,7,07-Jul,Welt,151,6.0,6.31,
ABC News (AU),2009,7,07-Jul,Wirtschaft,297,6.0,5.99,
ABC News (AU),2009,8,08-Aug,Gesellschaft,103,6.0,5.89,
ABC News (AU),2009,8,08-Aug,Gesundheit,183,6.0,6.11,
ABC News (AU),2009,8,08-Aug,Kriminalität,598,6.0,6.12,
ABC News (AU),2009,8,08-Aug,Politik,226,6.0,6.42,
ABC News (AU),2009,8,08-Aug,Sonstiges,4777,6.0,5.68,
ABC News (AU),2009,8,08-Aug,Sport,57,6.0,5.88,
ABC News (AU),2009,8,08-Aug,Umwelt,204,6.0,5.75,
ABC News (AU),2009,8,08-Aug,Welt,125,6.0,6.06,
ABC News (AU),2009,8,08-Aug,Wirtschaft,270,6.0,6.11,
ABC News (AU),2009,9,09-Sep,Gesellschaft,111,6.0,5.97,
ABC News (AU),2009,9,09-Sep,Gesundheit,195,6.0,6.17,
ABC News (AU),2009,9,09-Sep,Kriminalität,587,6.0,6.23,
ABC News (AU),2009,9,09-Sep,Politik,205,6.0,6.09,
ABC News (AU),2009,9,09-Sep,Sonstiges,4603,6.0,5.69,
ABC News (AU),2009,9,09-Sep,Sport,91,6.0,5.98,
ABC News (AU),2009,9,09-Sep,Umwelt,166,6.0,6.17,
ABC News (AU),2009,9,09-Sep,Welt,130,6.0,6.26,
ABC News (AU),2009,9,09-Sep,Wirtschaft,221,6.0,6.15,
ABC News (AU),2009,10,10-Oct,Gesellschaft,116,6.0,5.86,
ABC News (AU),2009,10,10-Oct,Gesundheit,172,6.0,5.87,
ABC News (AU),2009,10,10-Oct,Kriminalität,575,6.0,6.18,
ABC News (AU),2009,10,10-Oct,Politik,172,6.0,6.19,
ABC News (AU),2009,10,10-Oct,Sonstiges,4704,6.0,5.69,
ABC News (AU),2009,10,10-Oct,Sport,66,6.0,6.15,
ABC News (AU),2009,10,10-Oct,Umwelt,189,6.0,5.99,
ABC News (AU),2009,10,10-Oct,Welt,101,6.0,6.03,
ABC News (AU),2009,10,10-Oct,Wirtschaft,254,6.0,6.08,
ABC News (AU),2009,11,11-Nov,Gesellschaft,99,6.0,5.95,
ABC News (AU),2009,11,11-Nov,Gesundheit,158,6.0,5.97,
ABC News (AU),2009,11,11-Nov,Kriminalität,504,6.0,6.0,
ABC News (AU),2009,11,11-Nov,Politik,199,6.0,5.98,
ABC News (AU),2009,11,11-Nov,Sonstiges,4579,6.0,5.6,
ABC News (AU),2009,11,11-Nov,Sport,56,6.0,5.93,
ABC News (AU),2009,11,11-Nov,Umwelt,207,6.0,5.88,
ABC News (AU),2009,11,11-Nov,Welt,96,6.0,5.76,
ABC News (AU),2009,11,11-Nov,Wirtschaft,209,6.0,5.97,
ABC News (AU),2009,12,12-Dec,Gesellschaft,96,6.0,6.15,
ABC News (AU),2009,12,12-Dec,Gesundheit,122,6.0,6.09,
ABC News (AU),2009,12,12-Dec,Kriminalität,588,6.0,6.08,
ABC News (AU),2009,12,12-Dec,Politik,167,6.0,6.14,
ABC News (AU),2009,12,12-Dec,Sonstiges,4613,6.0,5.64,
ABC News (AU),2009,12,12-Dec,Sport,44,6.0,6.14,
ABC News (AU),2009,12,12-Dec,Umwelt,254,6.0,5.76,
ABC News (AU),2009,12,12-Dec,Welt,84,6.0,5.94,
ABC News (AU),2009,12,12-Dec,Wirtschaft,195,6.0,6.14,
ABC News (AU),2010,1,01-Jan,Gesellschaft,87,6.0,6.11,
ABC News (AU),2010,1,01-Jan,Gesundheit,152,6.0,6.01,
ABC News (AU),2010,1,01-Jan,Kriminalität,576,6.0,6.18,
ABC News (AU),2010,1,01-Jan,Politik,171,6.0,6.18,
ABC News (AU),2010,1,01-Jan,Sonstiges,4594,6.0,5.68,
ABC News (AU),2010,1,01-Jan,Sport,60,6.0,6.13,
ABC News (AU),2010,1,01-Jan,Umwelt,197,6.0,5.88,
ABC News (AU),2010,1,01-Jan,Welt,118,6.0,6.06,
ABC News (AU),2010,1,01-Jan,Wirtschaft,183,6.0,6.18,
ABC News (AU),2010,2,02-Feb,Gesellschaft,96,6.0,5.99,
ABC News (AU),2010,2,02-Feb,Gesundheit,156,6.0,6.22,
ABC News (AU),2010,2,02-Feb,Kriminalität,563,6.0,6.12,
ABC News (AU),2010,2,02-Feb,Politik,222,6.0,6.08,
ABC News (AU),2010,2,02-Feb,Sonstiges,4298,6.0,5.67,
ABC News (AU),2010,2,02-Feb,Sport,76,6.0,5.8,
ABC News (AU),2010,2,02-Feb,Umwelt,184,6.0,5.91,
ABC News (AU),2010,2,02-Feb,Welt,96,6.0,6.2,
ABC News (AU),2010,2,02-Feb,Wirtschaft,199,6.0,6.17,
ABC News (AU),2010,3,03-Mar,Gesellschaft,109,6.0,6.06,
ABC News (AU),2010,3,03-Mar,Gesundheit,225,6.0,6.08,
ABC News (AU),2010,3,03-Mar,Kriminalität,691,6.0,6.27,
ABC News (AU),2010,3,03-Mar,Politik,251,6.0,6.3,
ABC News (AU),2010,3,03-Mar,Sonstiges,4739,6.0,5.58,
ABC News (AU),2010,3,03-Mar,Sport,73,6.0,5.96,
